TransactionId,Timestamp,ItemName,Quantity,PricePaid,PaymentMethod,CustomerLoyaltyId
T2069,10:16,Surf Excel 1kg,4,1840,Cash,None
T2070,10:18,Nestle Milkpak 1L,11,3300,Card,L5976
T2071,10:19,Nestle Milkpak 1L,7,2100,Wallet,L9073
T2072,10:22,Tapal Danedar 900g,2,2700,Wallet,L7544
T2073,10:25,Yogurt Pack 1kg,3,900,Cash,None
T2074,10:27,Surf Excel 1kg,7,3220,Card,L6489
T2075,10:28,Nestle Milkpak 1L,4,1200,Card,None
T2076,10:31,Surf Excel 1kg,5,2300,Wallet,L6493
T2077,10:32,Tapal Danedar 900g,1,1350,Cash,None
T2078,10:33,Yogurt Pack 1kg,9,2700,Wallet,None
T2079,10:34,Tapal Danedar 900g,2,2700,Wallet,L8910
T2080,10:37,Nestle Milkpak 1L,5,1500,Wallet,None
T2081,10:38,Nestle Milkpak 1L,11,3300,Card,None
T2082,10:40,Yogurt Pack 1kg,8,2400,Wallet,None
T2083,10:41,Dalda Cooking Oil 5L,1,2250,Wallet,L6489
T2084,10:44,Dalda Cooking Oil 5L,2,4500,Card,L2055
T2085,10:47,Tapal Danedar 900g,3,4050,Card,None
T2086,10:48,Yogurt Pack 1kg,3,900,Card,None
T2087,10:49,Nestle Milkpak 1L,3,900,Card,None
T2088,10:51,Nestle Milkpak 1L,4,1200,Wallet,None
T2089,10:54,Nestle Milkpak 1L,4,1200,Cash,L3924
T2090,10:56,Yogurt Pack 1kg,9,2700,Cash,None
T2091,10:59,Yogurt Pack 1kg,10,3000,Cash,L9205
T2092,11:02,Tapal Danedar 900g,1,1350,Cash,None
T2093,11:05,Nestle Milkpak 1L,7,2100,Wallet,None
T2094,11:07,Dalda Cooking Oil 5L,2,4500,Wallet,None
T2095,11:08,Dalda Cooking Oil 5L,3,6750,Card,None
T2096,11:10,Surf Excel 1kg,8,3680,Cash,L7915
T2097,11:13,Dalda Cooking Oil 5L,3,6750,Cash,L3956
T2098,11:16,Yogurt Pack 1kg,5,1500,Wallet,None
T2099,11:17,Nestle Milkpak 1L,11,3300,Cash,None
T2100,11:20,Yogurt Pack 1kg,12,3600,Card,None
T2101,11:22,Tapal Danedar 900g,1,1350,Wallet,L8910
T2102,11:23,Nestle Milkpak 1L,6,1800,Wallet,L5976
T2103,11:25,Dalda Cooking Oil 5L,3,6750,Cash,L4743
T2104,11:27,Tapal Danedar 900g,1,1350,Wallet,None
T2105,11:29,Dalda Cooking Oil 5L,1,2250,Card,None
T2106,11:30,Yogurt Pack 1kg,4,1200,Card,None
T2107,11:32,Nestle Milkpak 1L,6,1800,Cash,None
T2108,11:34,Tapal Danedar 900g,3,4050,Card,L7372
T2109,11:35,Tapal Danedar 900g,1,1350,Card,None
T2110,11:38,Tapal Danedar 900g,3,4050,Wallet,L7915
T2111,11:41,Nestle Milkpak 1L,8,2400,Card,L3361
T2112,11:44,Surf Excel 1kg,9,4140,Wallet,L8499
T2113,11:47,Nestle Milkpak 1L,7,2100,Cash,L7262
T2114,11:48,Dalda Cooking Oil 5L,1,2250,Cash,L7544
T2115,11:51,Yogurt Pack 1kg,8,2400,Wallet,None
T2116,11:52,Tapal Danedar 900g,3,4050,Card,L3361
T2117,11:53,Dalda Cooking Oil 5L,2,4500,Wallet,None
T2118,11:56,Dalda Cooking Oil 5L,2,4500,Wallet,None
T2119,11:57,Yogurt Pack 1kg,9,2700,Wallet,None
T2120,11:58,Tapal Danedar 900g,2,2700,Card,None
T2121,12:00,Nestle Milkpak 1L,9,2700,Cash,None
T2122,12:02,Dalda Cooking Oil 5L,3,6750,Cash,None
T2123,12:05,Dalda Cooking Oil 5L,1,2250,Wallet,L3924
T2124,12:07,Tapal Danedar 900g,1,1350,Wallet,L9073
T2125,12:09,Tapal Danedar 900g,2,2700,Wallet,L2055
T2126,12:12,Yogurt Pack 1kg,6,1800,Wallet,None
T2127,12:15,Tapal Danedar 900g,1,1350,Wallet,None
T2128,12:16,Nestle Milkpak 1L,10,3000,Cash,None
T2129,12:17,Nestle Milkpak 1L,9,2700,Cash,L8499
T2130,12:20,Tapal Danedar 900g,2,2700,Card,None
T2131,12:23,Tapal Danedar 900g,3,4050,Wallet,L7372
T2132,12:24,Dalda Cooking Oil 5L,1,2250,Wallet,L9073
T2133,12:26,Nestle Milkpak 1L,7,2100,Cash,L6489
T2134,12:28,Dalda Cooking Oil 5L,1,2250,Wallet,None
T2135,12:29,Tapal Danedar 900g,2,2700,Card,None
T2136,12:30,Yogurt Pack 1kg,12,3600,Card,None
T2137,12:33,Tapal Danedar 900g,3,4050,Wallet,None
T2138,12:36,Tapal Danedar 900g,2,2700,Cash,None
T2139,12:37,Yogurt Pack 1kg,4,1200,Cash,None
T2140,12:38,Tapal Danedar 900g,3,4050,Wallet,None
T2141,12:41,Surf Excel 1kg,8,3680,Card,None
T2142,12:44,Tapal Danedar 900g,3,4050,Cash,L6988
T2143,12:45,Dalda Cooking Oil 5L,1,2250,Cash,L9205
T2144,12:46,Tapal Danedar 900g,2,2700,Card,None
T2145,12:49,Tapal Danedar 900g,1,1350,Card,None
T2146,12:51,Tapal Danedar 900g,2,2700,Wallet,None
T2147,12:52,Dalda Cooking Oil 5L,3,6750,Cash,None
T2148,12:55,Surf Excel 1kg,10,4600,Wallet,L6002
T2149,12:57,Surf Excel 1kg,1,460,Wallet,L7544
T2150,12:59,Yogurt Pack 1kg,6,1800,Cash,None
T2151,13:02,Dalda Cooking Oil 5L,3,6750,Card,L7544
T2152,13:05,Nestle Milkpak 1L,10,3000,Wallet,L8499
T2153,13:06,Surf Excel 1kg,8,3680,Cash,None
T2154,13:09,Surf Excel 1kg,8,3680,Wallet,L5976
T2155,13:10,Dalda Cooking Oil 5L,3,6750,Cash,None
T2156,13:13,Dalda Cooking Oil 5L,1,2250,Card,None
T2157,13:14,Yogurt Pack 1kg,7,2100,Wallet,None
T2158,13:17,Tapal Danedar 900g,2,2700,Card,L4743
T2159,13:18,Dalda Cooking Oil 5L,1,2250,Card,L9073
T2160,13:21,Tapal Danedar 900g,3,4050,Cash,L7262
T2161,13:22,Nestle Milkpak 1L,6,1800,Card,None
T2162,13:24,Surf Excel 1kg,9,4140,Cash,L5976
T2163,13:26,Yogurt Pack 1kg,9,2700,Card,None
T2164,13:28,Dalda Cooking Oil 5L,2,4500,Cash,None
T2165,13:31,Surf Excel 1kg,7,3220,Card,L6002
T2166,13:32,Surf Excel 1kg,10,4600,Cash,None
T2167,13:35,Surf Excel 1kg,6,2760,Card,None
T2168,13:38,Surf Excel 1kg,6,2760,Cash,L8499
T2169,13:40,Yogurt Pack 1kg,4,1200,Wallet,L6649
T2170,13:41,Yogurt Pack 1kg,8,2400,Wallet,L8910
T2171,13:42,Dalda Cooking Oil 5L,3,6750,Cash,None
T2172,13:43,Tapal Danedar 900g,2,2700,Card,None
T2173,13:44,Nestle Milkpak 1L,11,3300,Wallet,None
T2174,13:46,Surf Excel 1kg,2,920,Wallet,None
T2175,13:49,Yogurt Pack 1kg,5,1500,Card,None
T2176,13:50,Surf Excel 1kg,7,3220,Cash,None
T2177,13:52,Dalda Cooking Oil 5L,2,4500,Wallet,None
T2178,13:55,Tapal Danedar 900g,1,1350,Card,None
T2179,13:57,Surf Excel 1kg,8,3680,Cash,L6489
T2180,14:00,Yogurt Pack 1kg,11,3300,Cash,None
T2181,14:02,Surf Excel 1kg,3,1380,Cash,L3924
T2182,14:04,Tapal Danedar 900g,1,1350,Card,L3956
T2183,14:07,Tapal Danedar 900g,1,1350,Cash,None
T2184,14:10,Yogurt Pack 1kg,8,2400,Wallet,None
T2185,14:11,Dalda Cooking Oil 5L,2,4500,Card,None
T2186,14:13,Yogurt Pack 1kg,6,1800,Cash,L7372
T2187,14:16,Dalda Cooking Oil 5L,1,2250,Wallet,L4743
T2188,14:19,Yogurt Pack 1kg,5,1500,Cash,None
T2189,14:20,Surf Excel 1kg,9,4140,Cash,L7262
T2190,14:22,Yogurt Pack 1kg,6,1800,Cash,None
T2191,14:25,Nestle Milkpak 1L,7,2100,Wallet,None
T2192,14:27,Tapal Danedar 900g,3,4050,Wallet,None
T2193,14:28,Dalda Cooking Oil 5L,3,6750,Wallet,L8910
T2194,14:29,Dalda Cooking Oil 5L,2,4500,Card,L6493
T2195,14:30,Dalda Cooking Oil 5L,1,2250,Cash,L6649
T2196,14:32,Nestle Milkpak 1L,12,3600,Cash,None
T2197,14:35,Nestle Milkpak 1L,9,2700,Card,None
T2198,14:36,Tapal Danedar 900g,2,2700,Card,None
T2199,14:39,Surf Excel 1kg,8,3680,Cash,L6988
T2200,14:40,Surf Excel 1kg,10,4600,Cash,None
T2201,14:42,Tapal Danedar 900g,2,2700,Wallet,None
T2202,14:45,Yogurt Pack 1kg,11,3300,Wallet,None
T2203,14:47,Tapal Danedar 900g,3,4050,Wallet,L6489
T2204,14:49,Tapal Danedar 900g,3,4050,Card,L6002
T2205,14:52,Nestle Milkpak 1L,3,900,Cash,L7372
T2206,14:54,Nestle Milkpak 1L,5,1500,Cash,L6988
T2207,14:56,Surf Excel 1kg,3,1380,Wallet,L6002
T2208,14:58,Yogurt Pack 1kg,9,2700,Wallet,None
T2209,15:00,Tapal Danedar 900g,3,4050,Wallet,None
T2210,15:02,Yogurt Pack 1kg,10,3000,Wallet,L3924
T2211,15:03,Yogurt Pack 1kg,9,2700,Card,L2055
T2212,15:04,Dalda Cooking Oil 5L,3,6750,Card,None
T2213,15:06,Yogurt Pack 1kg,7,2100,Cash,None
T2214,15:07,Yogurt Pack 1kg,7,2100,Wallet,None
T2215,15:08,Yogurt Pack 1kg,11,3300,Wallet,None
T2216,15:09,Dalda Cooking Oil 5L,2,4500,Card,None
T2217,15:10,Nestle Milkpak 1L,7,2100,Cash,None
T2218,15:12,Surf Excel 1kg,9,4140,Card,None
T2219,15:13,Tapal Danedar 900g,1,1350,Wallet,None
T2220,15:16,Nestle Milkpak 1L,5,1500,Cash,None
T2221,15:17,Tapal Danedar 900g,1,1350,Cash,None
T2222,15:18,Nestle Milkpak 1L,3,900,Cash,None
T2223,15:21,Surf Excel 1kg,9,4140,Card,None
T2224,15:24,Yogurt Pack 1kg,8,2400,Card,None
T2225,15:27,Surf Excel 1kg,8,3680,Cash,None
T2226,15:28,Yogurt Pack 1kg,6,1800,Card,L6489
T2227,15:31,Dalda Cooking Oil 5L,1,2250,Card,L6002
T2228,15:33,Dalda Cooking Oil 5L,3,6750,Card,None
T2229,15:34,Dalda Cooking Oil 5L,3,6750,Wallet,L7915
T2230,15:37,Dalda Cooking Oil 5L,2,4500,Card,None
T2231,15:38,Nestle Milkpak 1L,6,1800,Wallet,None
T2232,15:39,Surf Excel 1kg,5,2300,Cash,L6649
T2233,15:41,Nestle Milkpak 1L,8,2400,Wallet,None
T2234,15:44,Nestle Milkpak 1L,7,2100,Card,L9205
T2235,15:46,Surf Excel 1kg,10,4600,Cash,None
T2236,15:47,Dalda Cooking Oil 5L,2,4500,Card,None
T2237,15:49,Nestle Milkpak 1L,8,2400,Cash,L3924
T2238,15:50,Tapal Danedar 900g,2,2700,Wallet,None
T2239,15:53,Yogurt Pack 1kg,12,3600,Cash,None
T2240,15:55,Surf Excel 1kg,2,920,Cash,L8499
T2241,15:57,Surf Excel 1kg,6,2760,Card,None
T2242,16:00,Nestle Milkpak 1L,7,2100,Cash,L8499
T2243,16:03,Surf Excel 1kg,2,920,Card,None
T2244,16:05,Dalda Cooking Oil 5L,3,6750,Wallet,None
T2245,16:07,Yogurt Pack 1kg,9,2700,Wallet,None
T2246,16:08,Nestle Milkpak 1L,6,1800,Wallet,L9205
T2247,16:11,Dalda Cooking Oil 5L,2,4500,Card,None
T2248,16:14,Surf Excel 1kg,1,460,Cash,None
T2249,16:16,Tapal Danedar 900g,3,4050,Cash,L4743
T2250,16:19,Yogurt Pack 1kg,12,3600,Wallet,None
T2251,16:21,Nestle Milkpak 1L,4,1200,Cash,None
T2252,16:23,Tapal Danedar 900g,3,4050,Wallet,L8910
T2253,16:25,Nestle Milkpak 1L,4,1200,Wallet,None
T2254,16:27,Surf Excel 1kg,8,3680,Wallet,L5976
T2255,16:30,Yogurt Pack 1kg,10,3000,Card,L7372
T2256,16:31,Dalda Cooking Oil 5L,1,2250,Wallet,None
T2257,16:33,Dalda Cooking Oil 5L,2,4500,Wallet,None
T2258,16:34,Surf Excel 1kg,9,4140,Cash,None
T2259,16:37,Yogurt Pack 1kg,9,2700,Wallet,L3924
T2260,16:40,Nestle Milkpak 1L,3,900,Card,L8499
T2261,16:42,Nestle Milkpak 1L,11,3300,Wallet,None
T2262,16:45,Surf Excel 1kg,7,3220,Cash,None
T2263,16:46,Surf Excel 1kg,10,4600,Wallet,None
T2264,16:49,Yogurt Pack 1kg,12,3600,Card,None
T2265,16:50,Nestle Milkpak 1L,7,2100,Card,None
T2266,16:51,Surf Excel 1kg,5,2300,Card,L3361
T2267,16:52,Tapal Danedar 900g,2,2700,Wallet,None
T2268,16:54,Dalda Cooking Oil 5L,1,2250,Card,L6649
T2269,16:57,Yogurt Pack 1kg,7,2100,Card,None
T2270,16:58,Yogurt Pack 1kg,9,2700,Card,None
T2271,16:59,Tapal Danedar 900g,3,4050,Cash,None
T2272,17:01,Nestle Milkpak 1L,5,1500,Cash,None
T2273,17:02,Tapal Danedar 900g,1,1350,Wallet,None
T2274,17:03,Surf Excel 1kg,1,460,Cash,None
T2275,17:04,Dalda Cooking Oil 5L,3,6750,Wallet,None
T2276,17:06,Tapal Danedar 900g,3,4050,Cash,L6649
T2277,17:08,Dalda Cooking Oil 5L,1,2250,Cash,None
T2278,17:09,Surf Excel 1kg,6,2760,Cash,L3924
T2279,17:12,Nestle Milkpak 1L,3,900,Card,None
T2280,17:14,Surf Excel 1kg,9,4140,Card,None
T2281,17:15,Surf Excel 1kg,5,2300,Card,None
T2282,17:16,Dalda Cooking Oil 5L,1,2250,Wallet,None
T2283,17:17,Yogurt Pack 1kg,12,3600,Wallet,L7544
T2284,17:19,Nestle Milkpak 1L,10,3000,Card,None
T2285,17:20,Surf Excel 1kg,4,1840,Card,L4743
T2286,17:23,Dalda Cooking Oil 5L,3,6750,Wallet,None
T2287,17:24,Yogurt Pack 1kg,12,3600,Cash,None
T2288,17:26,Surf Excel 1kg,9,4140,Cash,None
T2289,17:28,Nestle Milkpak 1L,7,2100,Cash,None
T2290,17:29,Yogurt Pack 1kg,12,3600,Cash,None
T2291,17:30,Tapal Danedar 900g,2,2700,Card,L6493
T2292,17:33,Yogurt Pack 1kg,4,1200,Wallet,L6002
T2293,17:36,Nestle Milkpak 1L,10,3000,Wallet,None
T2294,17:39,Dalda Cooking Oil 5L,3,6750,Cash,L5976
T2295,17:42,Yogurt Pack 1kg,12,3600,Card,None
T2296,17:44,Nestle Milkpak 1L,8,2400,Card,L3924
T2297,17:46,Surf Excel 1kg,4,1840,Card,L5976
T2298,17:48,Nestle Milkpak 1L,4,1200,Wallet,None
T2299,17:51,Yogurt Pack 1kg,10,3000,Wallet,L8910
T2300,17:52,Dalda Cooking Oil 5L,2,4500,Card,None
T2301,17:55,Yogurt Pack 1kg,5,1500,Cash,None
T2302,17:57,Surf Excel 1kg,9,4140,Cash,L9205
T2303,17:59,Tapal Danedar 900g,2,2700,Cash,None
T2304,18:02,Tapal Danedar 900g,2,2700,Cash,None
T2305,18:03,Dalda Cooking Oil 5L,1,2250,Card,L7372
T2306,18:04,Surf Excel 1kg,5,2300,Cash,L6493
T2307,18:07,Dalda Cooking Oil 5L,2,4500,Card,L8499
T2308,18:09,Tapal Danedar 900g,3,4050,Wallet,None
T2309,18:11,Surf Excel 1kg,3,1380,Card,None
T2310,18:12,Surf Excel 1kg,6,2760,Card,None
T2311,18:13,Surf Excel 1kg,7,3220,Wallet,L5210
T2312,18:16,Dalda Cooking Oil 5L,3,6750,Wallet,None
T2313,18:19,Yogurt Pack 1kg,9,2700,Cash,None
T2314,18:22,Dalda Cooking Oil 5L,3,6750,Wallet,L3924
T2315,18:25,Yogurt Pack 1kg,8,2400,Card,None
T2316,18:28,Surf Excel 1kg,3,1380,Card,None
T2317,18:30,Surf Excel 1kg,6,2760,Wallet,None
T2318,18:33,Dalda Cooking Oil 5L,2,4500,Card,None
T2319,18:34,Yogurt Pack 1kg,12,3600,Cash,L6649
T2320,18:36,Nestle Milkpak 1L,12,3600,Wallet,L7262
T2321,18:39,Tapal Danedar 900g,1,1350,Card,None
T2322,18:41,Nestle Milkpak 1L,5,1500,Wallet,L8499
T2323,18:42,Tapal Danedar 900g,3,4050,Card,None
T2324,18:43,Yogurt Pack 1kg,12,3600,Cash,None
T2325,18:44,Surf Excel 1kg,7,3220,Card,None
T2326,18:46,Surf Excel 1kg,6,2760,Card,None
T2327,18:48,Yogurt Pack 1kg,10,3000,Cash,L7372
T2328,18:49,Dalda Cooking Oil 5L,1,2250,Card,None
T2329,18:51,Yogurt Pack 1kg,9,2700,Wallet,None
T2330,18:52,Dalda Cooking Oil 5L,2,4500,Cash,None
T2331,18:55,Yogurt Pack 1kg,4,1200,Card,L9205
T2332,18:57,Tapal Danedar 900g,2,2700,Cash,None
T2333,19:00,Surf Excel 1kg,9,4140,Wallet,L9205
T2334,19:01,Yogurt Pack 1kg,3,900,Card,None
T2335,19:03,Dalda Cooking Oil 5L,2,4500,Cash,L7915
T2336,19:04,Nestle Milkpak 1L,4,1200,Wallet,L9073
T2337,19:07,Dalda Cooking Oil 5L,1,2250,Wallet,None
T2338,19:09,Surf Excel 1kg,6,2760,Card,None
T2339,19:12,Surf Excel 1kg,1,460,Cash,None
T2340,19:14,Nestle Milkpak 1L,8,2400,Cash,None
T2341,19:15,Tapal Danedar 900g,3,4050,Cash,None
T2342,19:16,Nestle Milkpak 1L,3,900,Cash,None
T2343,19:17,Tapal Danedar 900g,3,4050,Wallet,None
T2344,19:20,Surf Excel 1kg,5,2300,Cash,L7915
T2345,19:23,Dalda Cooking Oil 5L,1,2250,Wallet,L6002
T2346,19:25,Dalda Cooking Oil 5L,3,6750,Wallet,None
T2347,19:27,Dalda Cooking Oil 5L,3,6750,Wallet,None
T2348,19:28,Dalda Cooking Oil 5L,2,4500,Cash,None
T2349,19:29,Dalda Cooking Oil 5L,3,6750,Cash,None
T2350,19:32,Yogurt Pack 1kg,5,1500,Wallet,None
T2351,19:34,Tapal Danedar 900g,1,1350,Wallet,L2055
T2352,19:35,Surf Excel 1kg,2,920,Cash,L7544
T2353,19:38,Dalda Cooking Oil 5L,1,2250,Card,None
T2354,19:41,Yogurt Pack 1kg,12,3600,Cash,L6489
T2355,19:42,Nestle Milkpak 1L,7,2100,Cash,None
T2356,19:45,Yogurt Pack 1kg,4,1200,Wallet,None
T2357,19:48,Tapal Danedar 900g,1,1350,Cash,L3361
T2358,19:51,Surf Excel 1kg,3,1380,Wallet,L7262
T2359,19:54,Surf Excel 1kg,8,3680,Cash,None
T2360,19:55,Dalda Cooking Oil 5L,2,4500,Cash,None
T2361,19:58,Nestle Milkpak 1L,5,1500,Card,None
T2362,19:59,Surf Excel 1kg,10,4600,Card,L7372
T2363,20:01,Yogurt Pack 1kg,11,3300,Card,L8910
T2364,20:02,Nestle Milkpak 1L,4,1200,Card,L7372
T2365,20:04,Surf Excel 1kg,7,3220,Wallet,L6493
T2366,20:07,Dalda Cooking Oil 5L,3,6750,Cash,None
T2367,20:08,Dalda Cooking Oil 5L,1,2250,Cash,L4743
T2368,20:10,Yogurt Pack 1kg,5,1500,Card,L5210
T2369,20:13,Dalda Cooking Oil 5L,1,2250,Wallet,None
T2370,20:16,Surf Excel 1kg,8,3680,Wallet,L7372
T2371,20:17,Surf Excel 1kg,2,920,Cash,None
T2372,20:20,Tapal Danedar 900g,2,2700,Cash,None
T2373,20:21,Dalda Cooking Oil 5L,1,2250,Card,L6002
T2374,20:24,Surf Excel 1kg,3,1380,Card,L7262
T2375,20:25,Nestle Milkpak 1L,9,2700,Cash,L7262
T2376,20:28,Yogurt Pack 1kg,8,2400,Cash,L2055
T2377,20:30,Dalda Cooking Oil 5L,3,6750,Cash,L3956
T2378,20:32,Nestle Milkpak 1L,6,1800,Card,L7915
T2379,20:34,Tapal Danedar 900g,1,1350,Wallet,L6489
T2380,20:37,Dalda Cooking Oil 5L,2,4500,Wallet,L6493
T2381,20:38,Yogurt Pack 1kg,4,1200,Wallet,None
T2382,20:39,Dalda Cooking Oil 5L,3,6750,Card,L6489
T2383,20:42,Dalda Cooking Oil 5L,1,2250,Card,None
T2384,20:44,Dalda Cooking Oil 5L,2,4500,Wallet,None
T2385,20:47,Surf Excel 1kg,10,4600,Cash,None
T2386,20:49,Surf Excel 1kg,2,920,Cash,L6988
T2387,20:52,Nestle Milkpak 1L,11,3300,Card,None
T2388,20:53,Surf Excel 1kg,7,3220,Card,L5210
T2389,20:56,Dalda Cooking Oil 5L,1,2250,Cash,None
T2390,20:57,Surf Excel 1kg,2,920,Cash,L3924
T2391,21:00,Surf Excel 1kg,4,1840,Card,None
T2392,21:01,Surf Excel 1kg,3,1380,Card,None
T2393,21:02,Tapal Danedar 900g,1,1350,Card,None
T2394,21:03,Dalda Cooking Oil 5L,3,6750,Card,L9205
T2395,21:06,Tapal Danedar 900g,1,1350,Card,L6489
T2396,21:09,Nestle Milkpak 1L,6,1800,Wallet,L6493
T2397,21:10,Nestle Milkpak 1L,12,3600,Cash,None
T2398,21:12,Nestle Milkpak 1L,4,1200,Wallet,None
T2399,21:15,Surf Excel 1kg,10,4600,Card,None
T2400,21:17,Dalda Cooking Oil 5L,1,2250,Card,L2055
T2401,21:18,Yogurt Pack 1kg,6,1800,Wallet,L2055
T2402,21:20,Surf Excel 1kg,6,2760,Wallet,None
T2403,21:23,Yogurt Pack 1kg,3,900,Cash,None
T2404,21:25,Surf Excel 1kg,3,1380,Cash,None
T2405,21:28,Surf Excel 1kg,10,4600,Wallet,None
T2406,21:29,Yogurt Pack 1kg,8,2400,Card,None
T2407,21:32,Surf Excel 1kg,3,1380,Wallet,L4743
T2408,21:34,Nestle Milkpak 1L,10,3000,Wallet,L5210
T2409,21:37,Nestle Milkpak 1L,9,2700,Cash,L2055
T2410,21:39,Tapal Danedar 900g,1,1350,Cash,None
T2411,21:42,Yogurt Pack 1kg,6,1800,Wallet,L6489
T2412,21:45,Surf Excel 1kg,6,2760,Card,None
T2413,21:46,Surf Excel 1kg,3,1380,Card,None
T2414,21:49,Yogurt Pack 1kg,5,1500,Wallet,L7262
T2415,21:52,Tapal Danedar 900g,2,2700,Wallet,L8499
T2416,21:53,Nestle Milkpak 1L,10,3000,Cash,L9073
T2417,21:54,Surf Excel 1kg,8,3680,Wallet,None
T2418,21:56,Tapal Danedar 900g,3,4050,Card,None
T2419,21:57,Tapal Danedar 900g,3,4050,Cash,None
T2420,22:00,Nestle Milkpak 1L,11,3300,Wallet,None
T2421,22:01,Nestle Milkpak 1L,9,2700,Cash,L5210
T2422,22:02,Nestle Milkpak 1L,10,3000,Wallet,L7372
T2423,22:04,Yogurt Pack 1kg,7,2100,Wallet,None
T2424,22:06,Nestle Milkpak 1L,4,1200,Cash,None
T2425,22:09,Surf Excel 1kg,4,1840,Wallet,None
T2426,22:10,Yogurt Pack 1kg,10,3000,Cash,L3924
